CUSTOMER_ID,PRODUCT_ID,REVIEW_SCORE
368f207cdc8f5c93a2b2a5d4cce96ba8,1eba879220bd0981a0e2fbab499ed4e1,2
1f68e24da06f36cb8a5243e23c390bcf,680874c570dad71c0a2844cfbf417054,1
f59d1a0dc2219d4bdb4fc23f0d1d3c07,680874c570dad71c0a2844cfbf417054,1
b2e6ad00199e893fdee50615ccfda0fd,bbf920aa6ac72007a726e6f419156f8f,1
545c79b40c22b0a53abea88e0948c862,4c8056caed5757810b9a68b83c3759e6,4
ebfded4f6875004a5b269c5683a64ab3,556702ebb73d3786a852ad3d5a8ad268,1
6f1f14b51bbc02c293a1429fc4d79826,db7e6804f1a8206a7e51c9a741a09d9e,1
1117174c546ffd2ad76d566a3ea131f2,701ff123e9085dcc9c2f833efded6374,5
236b6c73651af91335ddfd6d34f6422c,f4d705aa95ccca448e5b0deb6e5290ba,4
e57ef0c1f8cf325c4269702397720d09,f4d705aa95ccca448e5b0deb6e5290ba,5
e57ef0c1f8cf325c4269702397720d09,f4d705aa95ccca448e5b0deb6e5290ba,2
6d5f1feceb897604838ec6096bd7a2cc,23ab7bb9eac81e85ec43ed71064cf7ce,5
c45206e382316020fc79fff63278a3c5,c6336fa91fbd87c359e44f5dca5a90ed,1
fed5b7561b589c773a4a7d7028d0ae9b,2e511b5741ab14e7f5294df6f1310b03,5
487ed3b1b98379e4aa9ce58cf75c51be,2e511b5741ab14e7f5294df6f1310b03,2
487ed3b1b98379e4aa9ce58cf75c51be,2e511b5741ab14e7f5294df6f1310b03,1
1272872ac75fcbffe68e4cd8fbb48162,09c3d39641970009c198caed304ccfc4,5
653f5d3367160dc1985d939aa321a3bd,ad0e74d7a7848008daa87492dff8db9f,5
908e309daba56744e5547669c5e0aff0,3bcf64d8d26d6e06bd568d27fe31d8e8,2
2015241e524228a5d12b6653c3bfc94a,d899300bb0834fde956e80ce7ca0c958,1
f665e06d0376b22d2ac11e29e369d6b1,f28fd17099749b33b6e5081515b2e797,2
42d4162df2c934129e1f2a5b10fceb54,6a23ae3187f1dac41b7210a8c7739d6b,1
6e65c443e6d67127d9b1f0d14be75617,44d958961868395bfe852e70d48081f4,1
ecbecd6ba589b89e56db7f5b74d387d0,593236d0ff46b4299b4787fb8d43f7f0,5
c9b6ccc9f42e3ac60bb09a0f53a09973,060ea530ba6184d49f7b1cc031c4c97e,3
1d0c4d56d5c41a141201ea8df99e59bc,a878ce3514b37e8bfeac8f881438b775,4
17f9863585a471e9ffe77c4d4f26ecea,61a53738adc5c0e8d243553320f9ba1c,1
8a908429ab808be823f1df65872d1bcb,0fa0bd7ef862a1a28d6cd9701fc97f6c,1
316c698bdf2ad2046b2a3b5fcf9a4fcf,bfae0d55eef43da69474aadac456cbe4,3
33b227a9e9ab376b81f76585279e3dd1,53b36df67ebb7c41585e8d54d6772e08,1
8445a2ff04289c3f6c1d70dc60374f4c,53b36df67ebb7c41585e8d54d6772e08,5
08e7487578bd3fb98d11c5d95f1e5db5,4a0c2a56e65c941a0bb9874c47dd66d8,4
08e7487578bd3fb98d11c5d95f1e5db5,4a0c2a56e65c941a0bb9874c47dd66d8,5
3ea4da2f3447247b3d78cfe6c43a637a,3ac52f93c2299daa201fbb7ff36546f7,3
2534e2124e770cb87fe5b07db2b63b3b,7aeaa8f3e592e380c420e8910a717255,5
ebe643e3568fed9b2884fa21846e945a,385a33a408e9c35c9fbc2025c12f3784,4
ebe643e3568fed9b2884fa21846e945a,385a33a408e9c35c9fbc2025c12f3784,5
96e3ec2c47f9d428e77fd73f5a6b8c2d,124a15d998dfe011681819d7c792f7bb,5
bd5c7a1c15c5bcacfd42c6edc9e8209c,23b3e6e0aafa806f323de78534212b67,1
8cb759609b468ec8d01195f328535068,5c17022eddee34a164a87606a586dd8b,3
25d44c03117c35e592017d6361154a4d,17597731049645b4a7cd01de0b4188d5,5
7743f235e69a51423e995b0682ac8c95,d0c59b22539b0b391e5834a1dae7caa8,3
b4431c0d23dfe71e608a3e723ad5c1a0,da37b504ecf6099b4f8af452ebdab0cc,1
5c7166c05e0f11daa658c0e853141ec8,29e4631be78811ab993ae12613053b53,5
3563b65918969aa4770325856ec0c256,812f428f6757ab16c46cffc68f2e90c5,3
7f5f7aedabf1db3434414b19470fd942,b520bae2a8c9790cac40196cb2025283,3
6c4f1f1c4c39dc8ccd561f4f0c2135b3,40f9995eecfc68f54991ca49582e9885,1
403c76bf4d3111f8c5518ef8ae0349b6,bd9fca6bf4bdcbf4094d7bc11415dfe5,1
fd92e79c1dfcd1ddae4d4630fef5bb7e,a9bd39d11fe4d2d378c44eee9b11d9ce,2
fd92e79c1dfcd1ddae4d4630fef5bb7e,a9bd39d11fe4d2d378c44eee9b11d9ce,3
06d99479baac3413561b21bd7ac27767,2012a57204f00f8fd57f8196130bee26,5
fed5b7561b589c773a4a7d7028d0ae9b,70906e04da1eebf3d1b8791bd09ffe85,5
44edfdeb25a4a533df2761f27356f204,962a6951154f98f2c8e9a5b8b2bcf4a9,1
bb24d17eeb70555031e8a703ca441320,a6a5c394a9908ba4b34f50ce6bbb3465,1
f40e11fcab48bea5f847eff467a841a0,a5ff20b029ac4a8efcb652a53f640ce1,5
8f65470a3b714b3a99454dc4cf3610e8,d7afbba2a75a596c3a917abe0efd5f5a,1
00c2781c163b9f057924ed8c45c724d4,e83e5f5ff7ef69f7a09c848795df56a7,1
c44591b0739eb5323ce32b31619a6396,18fa9cc25ea8b54f32d029f261673c0f,3
ae0b6f32627e6336a10fda276da71881,77922dd87928c2cf9225946dac2a27a7,1
2231986257f0ec3bf5abbc49d3320e9b,ec72556b5da399d24fe06338e816a9ac,5
0c90e2e49b87f3b84262ad7f6f7b11af,b53f20c2b12a4b9821ce57f46a7d1cae,1
eb097f0bc1c67934f3172862f49f082d,446a112adf10992c2e26eb566a68bd46,5
eb4201ee621ab44ff61deab8ce0e2ee9,446a112adf10992c2e26eb566a68bd46,5
1ec264df7a63b93ee299b3e17c356e3b,83b92639fffd1d55c9e04c77c86d8d2c,3
1ec264df7a63b93ee299b3e17c356e3b,83b92639fffd1d55c9e04c77c86d8d2c,5
08a0a61f98f22952682f7e463ef2d43e,ead3077a141a9c800d6a4bb9d0d415b6,1
85706d8fd13e45bbdd93f89b557e3386,ead3077a141a9c800d6a4bb9d0d415b6,5
956cc3292d13bea359eaf6683f410bf6,86332b1229c41aeb4ab9d85472de3ed9,5
cb7a6f9242f8a283bcd9c6047ae5c8a4,7aa666012fbfab4464142b1055b9e1d5,1
3d8fdd99e18dff4cc13218d33846b2d9,980f472a1354c8366960f7c4528c470e,4
621db81dd0257835e7dbb90e5305c687,20ed63974a9207895b4e56993e5a9a3c,5
2a6179cf815c302b5b94a2bab0af39d4,63094ac128b54dd72d511043411df079,5
b6962ceab2ca52d9e458afa14256dc02,cc5447118c174dcc6456c84ccb29e6f7,1
7f3a050ba677bbe9c55a06687d767c94,cf1d8e226162a1d0ad61f29b7ed72d82,1
8622c629a0890a4ca20d1e7016e1a613,0105b5323d24fc655f73052694dbbb3a,1
1b866cf3a2f6c85e99d9b07c73951689,8f7ae8d7845cdabafb4b6f20d8bc5a43,5
4fec1b7b504742ac7810b60fad1af235,53c61580d8e5c4941a358ee0335c1d5c,4
81e08b08e5ed4472008030d70327c71f,db56f6d2b04c89eae4daba188842fd7b,4
6e2e17641815b48dd565b5c6506a4891,8e26e1c242d575871d8074986b625bfa,3
6e2e17641815b48dd565b5c6506a4891,8e26e1c242d575871d8074986b625bfa,4
5d0244490e084d6d7c6bdcfd15d34aaf,a79c0d179a6de79b23a81b64b3980c04,1
f6a6b6537e91cdb94efd469d48d78690,9f683084a0b0211109fef6e538cb4767,1
bb5815831c084a7c145611052d8063b5,c5f80e9b4f6f51bc7cdb5d004643262a,3
a00118294a1ec66f7811dae1e840b97c,a12c02e04fe31b34937656a5c5114a7f,5
3a6be57061ebc68cc00b74186fe7ce5c,fd5c5a67cd369732c2ac20dbd574d1d4,3
99926e4250dfd6677d6d1c1783d8fd6b,7a1e511458adb4ffcbb43acffd72517c,3
1f465a9c67eae2c93ea1dd105785b9a6,0d69c82f1bc2991a5ec6fff3d803876b,1
8f13be0d19e31d3bc6ca0ca0ad839672,168b1b45c68037b0490157ee10540349,4
3cb367d10216cbaec82d09ff0ceefeba,086351823300e0339f6955b27998c186,1
afecd87de20b72ea2bac4b7cdfe977f3,29fd9022374ff3fef2e8f82c39b4133e,4
50920f8cd0681fd86ebe93670c8fe52e,d64738c7b2e2d1778a51e835d8f02568,1
ece32f7a106669d2eae9af403290a97b,bd2c3709849255acdbf5855094cdaa01,1
c6022afbb064be6f432fcde8a15a2b8d,5dae498eff2d80057f56122235a36aff,4
c29e3f619b98fab35664181a8b8d9ab0,a67265ec07daf7b3d86238c34721f702,2
039a50ec3dc563eaf0bb3ecf176cdf99,08c816d9a716567bf436173ef6f5f12e,1
c44591b0739eb5323ce32b31619a6396,a88124e0b1d42ca7b0813a78ff630437,3
95e37e43c03cc2031a994c5a554991e7,0797e47ffb3917b66fa62245a283bd9e,5
2e1ca63e5627b6125345cdd302d99835,dd4c3b4ab7e001aaf385ea2e68952030,1
c52ff4aa2f3f57f45ea7ce0126fd5de2,dd4c3b4ab7e001aaf385ea2e68952030,5
8196bd96182b01ed80b2927b8a3ccb71,dd4c3b4ab7e001aaf385ea2e68952030,2
ea1d44731617545fe33f839b60da6b9c,dd4c3b4ab7e001aaf385ea2e68952030,5
d00ec1c4fbbdafc41f42d22e67099ca0,783caabd539c4079ec08423e30719fba,3
d49cbdbee1c22fbbc2ac603f3c4f17fb,257726ef77c81150339893567c4de6cd,5
a57ca220adc4f32aed85f2faa734f3eb,e30aaafe45e34ce07003ef0cfcb6e49d,5
c455144b0c6e78f2574b7a92f22342cf,3bb3e5caf47c7e92ed97227247e942a8,4
ca3f383440e3514f41b0ebdb9b7b88f2,d801653b991d31a3df73fc859f1ce0ec,5
72241f6ac253dedd45a67f539f113891,9163c7e81fd68452472912c4cde810aa,5
9d5624c559f9227e5c189106774bb567,3cc4b421c1f28dd22e86fc4aaafb600e,5
5af688e5163184c0d53d53ad44bbf285,3cc4b421c1f28dd22e86fc4aaafb600e,5
587548be8f9917924b6422e287eb4094,78efe838c04bbc568be034082200ac20,2
b2d778e324f021656721b4dc70a2535e,78efe838c04bbc568be034082200ac20,1
30cd9604d86792fe87c3b31912998520,78efe838c04bbc568be034082200ac20,4
1e51b91a1bb6df445cc3a0295863e235,6d7a4492be45dfb8e38e762efe6614a4,1
88be27a75dbfc841ea1fec58b8fbb33f,a8828da272eadaa78eed16beefd526fa,1
72241f6ac253dedd45a67f539f113891,7bdb28a55646012fb3348058d629d9bc,5
371af652a9491f3a5bc4c8a79c7c6327,39fda099b9edc21f85a80d14021579b5,2
01503d0b64036165c2f202b538de9308,bc4b1c6c831c93b87cd134c9089c657d,5
aeb3d464f6b83eecd79d6fd58d6208fb,96d1c06692244e2fed6e1f9aa9552770,4
f4984d9f9ce9b3201db4932ea329cb40,bd66403f5f11696c897a825d5235697f,5
11370ea4b3f9179755b40b090ff69cc2,0fd55f5dee013f990c929cd3ad6bfee0,1
1a13ae9c45155eae252b87ca747618d6,7b5d8be0e04080e4c8ee6a7ec2f1f597,4
4ae72d0daf2448a49bf98ec1b8cf68b5,7b969300f6d3f896ec4d7af6227ecc07,5
dc7997b49d45e3164246815f516ca5d0,89411fc3098e56bb679697117c2055af,4
954ca919bf6a26d087d71c2b5afc83db,a7f67835c76b6bdd6950e1322c4b3900,5
7caae07d3441f77333b6e47ce323d251,dd99b3c94bf585d3a13a018e9eeed07f,5
fab4d0e05c214c4baa684e6107d77757,87cb507e0daa37bbf34956fd59eba832,1
8ff313e25b25345f237b434e0e497869,87cb507e0daa37bbf34956fd59eba832,5
be2e37dca4d90f0bfd4f57e676377191,a1a97164f38cfb98511eb68e6b40ad94,2
c5a92db38654f2f74f3983d03661e8ad,5c2fc243b33c2c7c211fd9e09beb7cab,5
119d2be4d56085b41d34fededa11b1bc,4bbaec4be577b56985a8fef3237b7551,5
1676edf55749e467544f15922750a231,ca4fe13c336a5399a892b4afabb17abb,5
8cb759609b468ec8d01195f328535068,c99666957e5d14717bd1d5ba0fd33f53,3
8622c629a0890a4ca20d1e7016e1a613,5ed9eaf534f6936b51d0b6c5e4d5c2e9,1
af3e4d3d475e09dfde313eb5d5215e9a,5c2bb11cf2149bd4d9fffcc1246458c3,5
dc850d9e9369c7304c3a5d5111276419,656e0eca68dcecf6a31b8ececfabe3e8,4
fd2bc7895fa1c769be64f398f45c8dcf,53c3fcae1475fdd6b315e8e6ff690fb3,4
3bd9cab16ac6be6b2cf08859994a06e3,6d7bc0518cc2406af3d486526806d50e,3
9999a835a6a953d5d95e3d0d09946f6e,2a5806f10d0f00e5ad032dd2e3c8806e,2
2cd0fcca2f6a561b34a5ce1fd920420f,2a5806f10d0f00e5ad032dd2e3c8806e,5
fb54e4c6db413239a97873a13c366310,c1aae55ae7c285aa64e3f0ba1966dd44,5
43204f0e1f4bf07cb995be5597dae27c,fdbfd4cec6db6e89f22d9aa2c4839eed,4
5fee696482bd8b0db6cb196b33e5addc,3225c54bb2785c33f49f50398fcdb88c,1
f0536d444683d894060a91bbb434fe2b,8d7d29e5fb9ff5333009326c87fc04e9,1
1d0c4d56d5c41a141201ea8df99e59bc,5e2ac503775a811be6aeeb9f87830e92,4
f6a6b6537e91cdb94efd469d48d78690,b8c89bc5fa5dc01a5d0e9d7ff0c6ecdb,1
71583bf590a19d9a0c2073d705b73c7d,e12b3c9c9c2dd369393d99e021901220,5
25b649c6c09ea11139ef9c010e95082b,ebe731afbcf530cfaa1e5260be512e9b,5
44edfdeb25a4a533df2761f27356f204,cfe9e8e1f0400c8cc665d41722f34086,1
1fc148759f50ec10a03421aaf5efd89b,a06766fec51c96d4d0bce282906735eb,5
7968f8e8d5429c6a0611671f5a52ed2b,6c81db10f914c4d032b14fa93aa0a818,5
a9929fa5f092ace247a1ea0a3469bbee,c589625c8ccc7bfd2e8f1fb041e24c4a,1
5b795b3311574f21bf4888f477aa1518,b3e40ff639c185b9d726b4b19c17e6cd,2
3f1b8132e0f236befb07915a0fe31649,2604055d4992311bc72b115b6d5adda9,1
8b2ff3f5bafe3a694b5c2c7f3f63f08c,1a758361b1c10b3ffe3d3373332de319,3
7e91905decf05215f0a72ac30265facd,52a5346c9dae9cd560b103875b94d123,1
fa8047426049005aaa90db11b5fd39ad,31352e05b5f8620929e1b8bbbeda5578,5
5d0244490e084d6d7c6bdcfd15d34aaf,5bf57bdef224b9486b45ebba37ec6191,1
7aa5985858f6df9299d202265b71028c,2d9ea8e50b1cfa0b4e2678e63ffaf630,5
2bdb1510d7fa5e2e324f53d7b0ecb0d8,ec2d43cc59763ec91694573b31f1c29a,4
5e330dbfc7c1e0898dca9cd21164a3a3,ec2d43cc59763ec91694573b31f1c29a,1
3601ca87ad49d32ca2bc47dfbfad434c,ec2d43cc59763ec91694573b31f1c29a,1
b6ac8070e88a2e3a2e9550bb08aad925,679a3e5e1d2bb68982be5734c6e55e63,2
f4608a440b868f3f57f378c4b8cd643f,42a2bd596fda1baef5719cb74f73030c,1
5af688e5163184c0d53d53ad44bbf285,42a2bd596fda1baef5719cb74f73030c,5
cdb2d7e08c5243701392d8b232a8a6b9,42a2bd596fda1baef5719cb74f73030c,1
