PRODUCT_ID,ORDER_ID,CUSTOMER_ID,PRODUCT_CATEGORY_NAME,PAYMENT_VALUE,ORDER_DELIVERED_CUSTOMER_DATE,CUSTOMER_UNIQUE_ID,REVIEW_SCORE,CUSTOMER_CITY,RECENCY,FREQUENCY,MONETARY,RANK,R_Quartile,F_Quartile,M_Quartile,RFMScore,Type
47859fca9dd7485cbd93c3e8993bb74f,41707ed875aaa6861979c1a2a8dfa9d5,b0ec3894ce1e2d319363928f8b4649a4,cama_mesa_banho,108.7,2018-07-06 14:43:32,a7d4d952c0fcee82d59197e8558d60c1,4,sao paulo,102.0,2,217.4,17979.5,4,4,4,444,Best
c12b64bf0861a27e0f06c36ef82f457d,6ee6c06bb9e001463d8eba71bdfc86a7,2c59071cb3b43a971e166dc9e2a410f2,esporte_lazer,162.75,2018-06-26 19:43:48,58cdce1e1299e7d65d1b81a4769e474a,5,vila velha,112.0,2,325.5,9758.0,4,4,4,444,Best
bb09cce52b336261572a5a7e25a33795,c985ae8fdce216ddf62df687c3504ecb,9393ea60acdf05a4004483c3b7c24d77,utilidades_domesticas,95.81,2018-05-17 22:51:04,19913c41a2d6a9192020f85be51811e5,5,belo horizonte,152.0,3,287.43,11829.0,4,4,4,444,Best
56139431d72cd51f19eb9f7dae4d1617,36750bfd3e70a5f8f95edf2e28f1d60e,352960fe6741c7944bd2007d8d1d3f64,,135.72,2018-07-03 01:58:38,eec8231e8d513be98954dbcbe946528d,5,nova odessa,106.0,2,271.44,12824.0,4,4,4,444,Best
dd768d259ee6054e0dadd66c8e2be0b6,05369626de3379a1a26fa24e22048214,d5f6259a2f0fa2907ce0d47876f0852f,cama_mesa_banho,162.85,2018-05-18 22:03:41,6de06281a46d0d459dbe284683e0134c,1,rio de janeiro,151.0,2,325.7,9750.0,4,4,4,444,Best
dd768d259ee6054e0dadd66c8e2be0b6,45060534aef780077c10103b60fe71c4,a34cb9acedf3c08390532e4df4f38ac7,cama_mesa_banho,119.27,2018-07-10 20:08:37,4db005ae588356c526a21122bb436852,3,passo fundo,98.0,2,238.54,15482.5,4,4,4,444,Best
dd768d259ee6054e0dadd66c8e2be0b6,4c08f008753759d67d8ef45942f1a891,54ca6dc5e99a82fe5112744bc4e9ef26,cama_mesa_banho,39.42,2018-06-18 14:31:22,ed917c786a8a3e411eae87aeca27cb27,5,cruz alta,120.0,9,272.49,12780.0,4,4,4,444,Best
dd768d259ee6054e0dadd66c8e2be0b6,4c08f008753759d67d8ef45942f1a891,54ca6dc5e99a82fe5112744bc4e9ef26,cama_mesa_banho,12.0,2018-06-18 14:31:22,ed917c786a8a3e411eae87aeca27cb27,5,cruz alta,120.0,9,272.49,12780.0,4,4,4,444,Best
dd768d259ee6054e0dadd66c8e2be0b6,4c08f008753759d67d8ef45942f1a891,54ca6dc5e99a82fe5112744bc4e9ef26,cama_mesa_banho,39.41,2018-06-18 14:31:22,ed917c786a8a3e411eae87aeca27cb27,5,cruz alta,120.0,9,272.49,12780.0,4,4,4,444,Best
f4d705aa95ccca448e5b0deb6e5290ba,d5b6b10a0acfe51d85e7da606c4dd371,0a63548671f07e285558169123b2ab35,cama_mesa_banho,109.51,2018-06-04 20:53:32,8c23e3b44342b28b61d131be61a5e938,3,salvador,134.0,2,219.02,17698.0,4,4,4,444,Best
23ab7bb9eac81e85ec43ed71064cf7ce,9c64b3536fb98572dd79bdaaab529f2f,ce667e4b89cd1137f40a8d799354b674,cama_mesa_banho,368.04,2018-08-21 14:59:35,6ba5b2dcb81470882212da717a171539,4,sao paulo,56.0,5,1840.2,341.0,4,4,4,444,Best
3c883b9d3fd2d0ce448d4136349dc0a4,4d288f2f1f3b59a97c364a2bf728b912,6e875338f7a2933dcabb08b9404c3f72,cama_mesa_banho,108.34,2018-06-18 12:17:37,83be9597caaf2ff1ad90bace79385397,3,sao paulo,121.0,2,216.68,18074.5,4,4,4,444,Best
37dffde0476450e75dae423136954b0f,4bd13580e951063d19e99e60bc4d1492,1e731fba87f0c669e7909fb9a7ce408d,automotivo,267.52,2018-08-06 18:42:40,5be2630961b92684db5a1db32cbd41bc,2,curitiba,71.0,4,567.8399999999999,4054.0,4,4,4,444,Best
37dffde0476450e75dae423136954b0f,4bd13580e951063d19e99e60bc4d1492,1e731fba87f0c669e7909fb9a7ce408d,automotivo,16.4,2018-08-06 18:42:40,5be2630961b92684db5a1db32cbd41bc,2,curitiba,71.0,4,567.8399999999999,4054.0,4,4,4,444,Best
